name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
Athol-brose,Blue Bell Knoll,Cocteau Twins,7rRs07dcAzpu4YwKmBQu4z,1988-09-19,38,0.247,0.625,0.354,-5.838,1
Magpie,Suddenly,Caribou,6sauyv7t4UDRPYqzDpM59D,2020-02-28,32,0.636,0.551,0.488,-15.67,1
A Forest,Seventeen Seconds (Deluxe Edition),The Cure,0T6kwiueP62ten2KLLmQS4,1980-04-18,0,0.579,0.622,0.435,-11.285,1
Drunk Walk Home,Bury Me At Makeout Creek,Mitski,0r7UEhhOH1DJQYVPJ1NwOQ,2014-11-11,8,0.331,0.358,0.325,-7.627,1
My Body's Made of Crushed Little Stars,Puberty 2,Mitski,0B5QveFYJv8jpcJe2G5wcF,2016-06-17,7,0.202,0.744,0.316,-8.248,1
Your Best American Girl,Puberty 2,Mitski,172rW45GEnGoJUuWfm1drt,2016-06-17,17,0.36,0.257,0.13,-9.655,1
Cop Car,Cop Car,Mitski,7DLCgotDOZZyiW4cuL1sgn,2020-01-21,58,0.442,0.672,0.182,-6.218,1
Happy,Puberty 2,Mitski,4gklLwfCAKbm5mqheWWsSt,2016-06-17,7,0.601,0.514,0.041,-10.87,1
Eric,Lush,Mitski,5d5aQIaGhT7WKDjokdKek0,2012-01-31,57,0.291,0.239,0.0391,-11.335,1
A Pearl,Be the Cowboy,Mitski,3udrjWCXCBotzU2uQ05Zmx,2018-08-17,19,0.225,0.639,0.226,-4.034,1
