name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
Get Up,Dance And Cry,Mother Mother,3kwYRbe9Cy59CSHyAvBiKr,2018-11-02,46,0.726,0.846,0.755,-5.572,0
It's Alright,Dance And Cry,Mother Mother,1NCZMAnGrzUmpBzkBlJjNw,2018-11-02,64,0.711,0.382,0.62,-10.146,0
Time (You and I),Mordechai,Khruangbin,0S3BtG3i5tkQmehJhIhHF3,2020-06-26,67,0.751,0.49,0.923,-13.684,0
White Gloves,The Universe Smiles Upon You,Khruangbin,4AKUOaCRcoKTFnVI9LtsrN,2015-11-06,66,0.635,0.3,0.772,-13.957,0
Texas Sun,Texas Sun,Khruangbin,24ntSW3QVJzR79lHAAOTaY,2020-02-07,74,0.636,0.634,0.599,-10.01,0
B-Side,B-Side,Khruangbin,0Hm61sSVBycsO5Se5mbKdu,2021-12-08,70,0.73,0.735,0.693,-10.572,0
So We Won't Forget,Mordechai,Khruangbin,4HpFU6eMThgW6Cael5AwYy,2020-06-26,65,0.641,0.413,0.967,-13.212,0
People Everywhere (Still Alive),The Universe Smiles Upon You,Khruangbin,2OQ1V0e2O56AeIo4ywuYKF,2015-11-06,65,0.551,0.648,0.807,-13.088,0
Midnight,Texas Sun,Khruangbin,7pnVHbcqbmP7LA1ey3ydvu,2020-02-07,66,0.667,0.556,0.692,-8.921,0
Pelota,Mordechai,Khruangbin,6FNdzxV9g4NaINrejBTPUi,2020-06-26,62,0.688,0.646,0.961,-11.76,0
Two Fish and an Elephant,The Universe Smiles Upon You,Khruangbin,2kGMBOPXMtb9gxzVYdplg9,2015-11-06,62,0.452,0.579,0.929,-11.085,0
Connaissais de Face,Mordechai,Khruangbin,0ibpvxLcFccvQJd0SjdUvW,2020-06-26,60,0.641,0.454,0.972,-12.553,0
Dern Kala,The Universe Smiles Upon You,Khruangbin,47FmTHqPWGWEfbgDpLjvCt,2015-11-06,61,0.632,0.646,0.671,-11.398,0
August 10,Con Todo El Mundo,Khruangbin,574ILV8PiK3CpAUMVz7nNM,2018-01-26,56,0.597,0.402,0.744,-12.585,0
The Number 4,The Infamous Bill,Khruangbin,0Jx3En8dPUt53P1gXyaOLZ,2014-10-13,53,0.632,0.396,0.885,-12.926,0
Mr. White,The Universe Smiles Upon You,Khruangbin,5EqGquh3ajBQjudpLLhJKy,2015-11-06,60,0.625,0.499,0.783,-14.094,0
Evan Finds the Third Room,Con Todo El Mundo,Khruangbin,6EV7iIhdW9VBjphqZNGSfM,2018-01-26,57,0.781,0.385,0.842,-9.976,0
Feel Good (feat. Khruangbin),Kingdoms In Colour,Maribou State,3PURbsY67tLMyausOABtit,2018-09-07,61,0.566,0.757,0.403,-8.37,0
Shida,Mordechai,Khruangbin,4dqaY6UynbiblKm3GSjtwg,2020-06-26,55,0.593,0.509,0.898,-10.959,0
August Twelve,The Universe Smiles Upon You,Khruangbin,26qIVWus5hMZUcWeJUxeJx,2015-11-06,57,0.413,0.543,0.709,-15.417,0
Maria También,Con Todo El Mundo,Khruangbin,3CT4U4jJEagjIHg5PPph8X,2018-01-26,56,0.746,0.632,0.849,-7.319,0
Khuda Bhi Aasman - Recorded at Spotify Studios NYC,Spotify Singles,Khruangbin,5lZX0cZpdT3Y10uJ3oR17s,2018-06-06,52,0.629,0.504,0.644,-10.718,0
Right,Modern Love,Various Artists,3ezJklJWZRm6pWI3DQjW9e,2021-05-28,51,0.571,0.634,0.658,-6.238,0
Cómo Me Quieres,Con Todo El Mundo,Khruangbin,11AURg9Kbju7LOcwQnR17f,2018-01-26,54,0.549,0.535,0.545,-10.045,0
The Infamous Bill,The Infamous Bill,Khruangbin,4BTp7Ad6LZMebeYc3gQIfP,2014-10-13,52,0.661,0.837,0.927,-7.45,0
The Recital That Never Happened,A Calf Born in Winter,Khruangbin,6fsrSoXQfD9kZUknVBGWS9,2014-05-26,50,0.655,0.372,0.689,-10.878,0
Ma Be Ham Nemiresim,Philia: Artists Rise Against Islamophobia,Various Artists,0ubqfqxOx4X1ddDVLTpaaX,2017-08-18,49,0.549,0.583,0.727,-4.541,0
Master of Life,The Infamous Bill,Khruangbin,3zUM8mxX7fMh3eSARfnazf,2014-10-13,50,0.547,0.537,0.709,-9.923,0
Dearest Alfred (MyJoy),Mordechai Remixes,Khruangbin,09QrWF1BFYe8Inkh9Al5ye,2021-08-06,56,0.402,0.511,0.68,-10.524,0
Lady and Man,Con Todo El Mundo,Khruangbin,6sjxTY1gPbZXoF2h6YLZ9N,2018-01-26,52,0.728,0.69,0.901,-7.947,0
Pretty Boys (feat. Khruangbin),McCartney III Imagined,Paul McCartney,3grdgfHCm4mWVJliAitsE6,2021-04-16,55,0.696,0.979,0.962,-5.338,0
C-Side,Texas Sun,Khruangbin,1uKXFp5BcdHf7grmjIDQLF,2020-02-07,58,0.685,0.775,0.946,-10.128,0
Wasurechau Hitotoki,Orange,Fishmans,6q6fxYyMJJv8oZsxkhhxi0,1994-11-01,44,0.614,0.604,0.604,-10.261,0
BABY BLUE,空中キャンプ,Fishmans,2Eot25c6UOeLc4jcN3fEQF,1996-02-01,55,0.785,0.486,0.79,-10.5,0
SLOW DAYS,空中キャンプ,Fishmans,1MsjDjeA8jfumOpuad3pUz,1996-02-01,34,0.717,0.66,0.703,-7.748,0
Oh Slime - Live,98.12.28 男達の別れ (Live),Fishmans,72cxa8M5rq06lm9vIEgzvT,1999-09-29,38,0.232,0.819,0.495,-7.816,0
WALKING IN THE RHYTHM,宇宙 日本 世田谷,Fishmans,5FI7poC3O5ELlYLmUFQ5sC,1997-07-24,31,0.657,0.528,0.661,-10.293,0
Melody,Orange,Fishmans,4ENaVJF3a6lKmEjPF3g1Su,1994-11-01,24,0.629,0.691,0.488,-10.45,0
Kansha (Odoroki),Orange,Fishmans,7bD6Gn8Jfkmvxol1qgh3Ff,1994-11-01,26,0.61,0.86,0.823,-9.206,0
Woofer Girl,Orange,Fishmans,4Norqj1CGcVxpWPZzWwiQL,1994-11-01,25,0.725,0.556,0.552,-11.746,0
Go Go Round This World!,Go Go Round This World!,Fishmans,6o0OO0WIMr3KFQoNmTu10u,2017-11-01,10,0.62,0.77,0.772,-10.486,0
My Life,Orange,Fishmans,0lnnDJ5ssilAvVWRwU47lH,1994-11-01,25,0.569,0.713,0.794,-10.467,0
MAGIC LOVE,宇宙 日本 世田谷,Fishmans,7BpqssfH7oRRyZyki2QPWJ,1997-07-24,34,0.668,0.577,0.775,-9.65,0
