name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
First Class,Mordechai,Khruangbin,7JbBwnIVC92yt9eXjQi1lZ,2020-06-26,57,0.581,0.394,0.611,-14.825,1
Mr. White,The Universe Smiles Upon You,Khruangbin,5EqGquh3ajBQjudpLLhJKy,2015-11-06,60,0.625,0.499,0.783,-14.094,0
Evan Finds the Third Room,Con Todo El Mundo,Khruangbin,6EV7iIhdW9VBjphqZNGSfM,2018-01-26,57,0.781,0.385,0.842,-9.976,0
Feel Good (feat. Khruangbin),Kingdoms In Colour,Maribou State,3PURbsY67tLMyausOABtit,2018-09-07,61,0.566,0.757,0.403,-8.37,0
Shida,Mordechai,Khruangbin,4dqaY6UynbiblKm3GSjtwg,2020-06-26,55,0.593,0.509,0.898,-10.959,0
August Twelve,The Universe Smiles Upon You,Khruangbin,26qIVWus5hMZUcWeJUxeJx,2015-11-06,57,0.413,0.543,0.709,-15.417,0
Maria También,Con Todo El Mundo,Khruangbin,3CT4U4jJEagjIHg5PPph8X,2018-01-26,56,0.746,0.632,0.849,-7.319,0
The Number 3,The Infamous Bill,Khruangbin,1e5nuWd8w0ZQlgEA19okwE,2014-10-13,52,0.542,0.518,0.531,-11.332,1
Khuda Bhi Aasman - Recorded at Spotify Studios NYC,Spotify Singles,Khruangbin,5lZX0cZpdT3Y10uJ3oR17s,2018-06-06,52,0.629,0.504,0.644,-10.718,0
Right,Modern Love,Various Artists,3ezJklJWZRm6pWI3DQjW9e,2021-05-28,51,0.571,0.634,0.658,-6.238,0
Cómo Me Quieres,Con Todo El Mundo,Khruangbin,11AURg9Kbju7LOcwQnR17f,2018-01-26,54,0.549,0.535,0.545,-10.045,0
The Infamous Bill,The Infamous Bill,Khruangbin,4BTp7Ad6LZMebeYc3gQIfP,2014-10-13,52,0.661,0.837,0.927,-7.45,0
The Recital That Never Happened,A Calf Born in Winter,Khruangbin,6fsrSoXQfD9kZUknVBGWS9,2014-05-26,50,0.655,0.372,0.689,-10.878,0
Ma Be Ham Nemiresim,Philia: Artists Rise Against Islamophobia,Various Artists,0ubqfqxOx4X1ddDVLTpaaX,2017-08-18,49,0.549,0.583,0.727,-4.541,0
Friday Morning,Con Todo El Mundo,Khruangbin,2M45IIrFLjMgsNSSxee31h,2018-01-26,53,0.44,0.261,0.438,-13.631,1
Master of Life,The Infamous Bill,Khruangbin,3zUM8mxX7fMh3eSARfnazf,2014-10-13,50,0.547,0.537,0.709,-9.923,0
Conversion,Texas Sun,Khruangbin,7DJgonAUzq9qXzF7mMrOot,2020-02-07,56,0.473,0.444,0.288,-10.467,1
Dearest Alfred (MyJoy),Mordechai Remixes,Khruangbin,09QrWF1BFYe8Inkh9Al5ye,2021-08-06,56,0.402,0.511,0.68,-10.524,0
Lady and Man,Con Todo El Mundo,Khruangbin,6sjxTY1gPbZXoF2h6YLZ9N,2018-01-26,52,0.728,0.69,0.901,-7.947,0
Pretty Boys (feat. Khruangbin),McCartney III Imagined,Paul McCartney,3grdgfHCm4mWVJliAitsE6,2021-04-16,55,0.696,0.979,0.962,-5.338,0
C-Side,Texas Sun,Khruangbin,1uKXFp5BcdHf7grmjIDQLF,2020-02-07,58,0.685,0.775,0.946,-10.128,0
LONG SEASON,LONG SEASON,Fishmans,08b1bCjsKjMzhjBm0qhkof,1996-10-25,46,0.476,0.802,0.228,-9.021,1
Yoru no Omoi,Orange,Fishmans,1t72VmMNPkZIf83FmpCJAx,1994-11-01,25,0.661,0.493,0.311,-12.458,1
Wasurechau Hitotoki,Orange,Fishmans,6q6fxYyMJJv8oZsxkhhxi0,1994-11-01,44,0.614,0.604,0.604,-10.261,0
BABY BLUE,空中キャンプ,Fishmans,2Eot25c6UOeLc4jcN3fEQF,1996-02-01,55,0.785,0.486,0.79,-10.5,0
SLOW DAYS,空中キャンプ,Fishmans,1MsjDjeA8jfumOpuad3pUz,1996-02-01,34,0.717,0.66,0.703,-7.748,0
新しい人,空中キャンプ,Fishmans,5RXsyzFF3lve6Bpz3CIOQh,1996-02-01,39,0.765,0.275,0.48,-14.683,1
Oh Slime - Live,98.12.28 男達の別れ (Live),Fishmans,72cxa8M5rq06lm9vIEgzvT,1999-09-29,38,0.232,0.819,0.495,-7.816,0
WEATHER REPORT,宇宙 日本 世田谷,Fishmans,682TDtMAq9UcKN0QqVN019,1997-07-24,34,0.675,0.638,0.343,-10.027,1
IN THE FLIGHT,宇宙 日本 世田谷,Fishmans,0msOgZw6XpjSXTyNr6Jkd8,1997-07-24,33,0.641,0.25,0.556,-12.967,1
WALKING IN THE RHYTHM,宇宙 日本 世田谷,Fishmans,5FI7poC3O5ELlYLmUFQ5sC,1997-07-24,31,0.657,0.528,0.661,-10.293,0
Melody,Orange,Fishmans,4ENaVJF3a6lKmEjPF3g1Su,1994-11-01,24,0.629,0.691,0.488,-10.45,0
DAYDREAM,宇宙 日本 世田谷,Fishmans,2BVeeIDSD2dCnkNMhGDYK4,1997-07-24,40,0.545,0.4,0.519,-12.422,1
Kansha (Odoroki),Orange,Fishmans,7bD6Gn8Jfkmvxol1qgh3Ff,1994-11-01,26,0.61,0.86,0.823,-9.206,0
Woofer Girl,Orange,Fishmans,4Norqj1CGcVxpWPZzWwiQL,1994-11-01,25,0.725,0.556,0.552,-11.746,0
Go Go Round This World!,Go Go Round This World!,Fishmans,6o0OO0WIMr3KFQoNmTu10u,2017-11-01,10,0.62,0.77,0.772,-10.486,0
My Life,Orange,Fishmans,0lnnDJ5ssilAvVWRwU47lH,1994-11-01,25,0.569,0.713,0.794,-10.467,0
MAGIC LOVE,宇宙 日本 世田谷,Fishmans,7BpqssfH7oRRyZyki2QPWJ,1997-07-24,34,0.668,0.577,0.775,-9.65,0
POKKA POKKA,宇宙 日本 世田谷,Fishmans,2diC2THH55uAw4GGpZQjwn,1997-07-24,40,0.63,0.378,0.229,-11.204,1
